product_id,product_name,category_id,supplier_id,price,cost,weight_kg,dimensions_cm,description,sku,barcode,status,created_date,is_featured
610,Board Game Board Game 347,7,52,34.99,22.83,37.37,31x93x88,High-quality board game board game 347 perfect for everyday use.,SKU373903,556437193848,active,2025-09-12,False
611,Shampoo Shampoo 141,6,35,18.46,8.77,41.25,108x167x184,High-quality shampoo shampoo 141 perfect for everyday use.,SKU244479,248158215213,discontinued,2025-08-10,False
612,Notebook Notebook 813,14,74,17.79,7.46,30.01,44x186x140,High-quality notebook notebook 813 perfect for everyday use.,SKU960893,486467463942,active,2024-08-06,False
613,Dog Food Dog Food 473,12,11,49.51,18.23,47.47,87x189x171,High-quality dog food dog food 473 perfect for everyday use.,SKU979158,339042242970,discontinued,2024-03-07,False
614,Laptop Laptop 995,1,21,1024.02,364.04,20.9,60x160x99,High-quality laptop laptop 995 perfect for everyday use.,SKU516981,806426310262,active,2024-04-22,False
615,Notebook Pro 951,14,86,12.21,5.34,28.17,150x30x160,High-quality notebook pro 951 perfect for everyday use.,SKU629397,598493979442,active,2024-05-22,False
616,Tablet Tablet 804,1,40,366.4,123.99,8.34,57x177x30,High-quality tablet tablet 804 perfect for everyday use.,SKU550304,404588999769,active,2024-01-03,False
617,Desk Chair Desk Chair 759,26,35,200.9,106.1,21.78,102x86x154,High-quality desk chair desk chair 759 perfect for everyday use.,SKU138483,119247504243,active,2024-09-23,False
618,Notebook Notebook 825,14,29,8.15,5.17,21.65,125x173x131,High-quality notebook notebook 825 perfect for everyday use.,SKU206795,977936529385,out_of_stock,2024-02-29,False
619,Smart Watch Smart Watch 372,1,7,418.69,269.4,47.34,182x66x81,High-quality smart watch smart watch 372 perfect for everyday use.,SKU218020,329118355651,active,2024-09-25,False
620,Blender Blender 779,27,43,45.25,15.8,23.17,63x78x162,High-quality blender blender 779 perfect for everyday use.,SKU375597,826881948529,active,2025-07-17,False
621,Cat Toy Cat Toy 595,12,47,7.0,3.09,25.07,107x70x31,High-quality cat toy cat toy 595 perfect for everyday use.,SKU334095,397824237009,active,2023-12-05,False
622,Dog Food Dog Food 502,12,48,41.36,26.89,31.02,85x43x65,High-quality dog food dog food 502 perfect for everyday use.,SKU251589,501735807653,active,2024-09-12,False
623,Laptop Laptop 712,1,65,1010.99,500.56,20.5,16x44x140,High-quality laptop laptop 712 perfect for everyday use.,SKU910981,391667292003,active,2023-12-25,False
624,Paint Set Paint Set 344,15,82,36.74,21.84,0.19,9x124x31,High-quality paint set paint set 344 perfect for everyday use.,SKU363845,986483170480,active,2024-01-30,False
625,Blender Standard 785,27,89,104.89,61.69,14.61,147x94x187,High-quality blender standard 785 perfect for everyday use.,SKU434854,476118470743,active,2025-08-17,False
626,Jeans Jeans 481,2,16,97.11,44.76,9.63,104x30x9,High-quality jeans jeans 481 perfect for everyday use.,SKU181613,484228278264,active,2024-01-07,False
627,Cat Toy Cat Toy 548,12,59,16.25,10.99,32.35,152x13x130,High-quality cat toy cat toy 548 perfect for everyday use.,SKU669372,870656616928,active,2024-01-26,False
628,Desk Chair Desk Chair 200,26,15,219.36,127.55,18.32,65x175x145,High-quality desk chair desk chair 200 perfect for everyday use.,SKU908085,566370643745,active,2024-06-30,False
629,Sneakers Sneakers 909,2,48,119.98,83.98,39.8,185x139x157,High-quality sneakers sneakers 909 perfect for everyday use.,SKU527314,637066227547,discontinued,2025-07-31,False
630,Smart Watch Max 318,1,14,230.67,101.07,30.64,24x74x53,High-quality smart watch max 318 perfect for everyday use.,SKU149417,613693554863,active,2024-11-15,False
631,Dog Food Dog Food 332,12,29,37.29,23.88,35.64,191x150x110,High-quality dog food dog food 332 perfect for everyday use.,SKU563082,172518113051,active,2023-10-18,False
632,Laptop Laptop 974,1,86,1481.37,839.97,22.87,189x63x98,High-quality laptop laptop 974 perfect for everyday use.,SKU911785,579442433238,active,2024-09-20,False
633,Smart Watch Smart Watch 625,1,24,210.94,134.98,33.5,65x191x125,High-quality smart watch smart watch 625 perfect for everyday use.,SKU949113,878524740970,discontinued,2025-07-21,False
634,Desk Chair Desk Chair 697,26,87,131.11,81.83,9.89,47x24x72,High-quality desk chair desk chair 697 perfect for everyday use.,SKU757061,283213318275,active,2024-11-02,False
635,Dumbbells Dumbbells 699,4,73,64.25,35.77,7.42,90x163x83,High-quality dumbbells dumbbells 699 perfect for everyday use.,SKU513468,937418746284,active,2024-11-06,False
636,Jacket Jacket 481,2,88,199.01,74.1,14.08,24x33x138,High-quality jacket jacket 481 perfect for everyday use.,SKU202294,949532902958,active,2023-10-25,False
637,Paint Set Deluxe 560,15,88,35.32,24.25,2.99,146x170x169,High-quality paint set deluxe 560 perfect for everyday use.,SKU666099,856344888801,active,2024-01-30,False
638,Notebook Notebook 899,14,36,6.5,3.97,46.96,71x102x176,High-quality notebook notebook 899 perfect for everyday use.,SKU241116,130776930355,discontinued,2025-07-14,False
639,Desk Chair Basic 373,26,15,392.43,258.91,8.53,58x104x7,High-quality desk chair basic 373 perfect for everyday use.,SKU305096,658352703887,active,2024-05-23,False
640,Dumbbells Dumbbells 594,46,54,33.23,17.59,24.21,32x144x65,High-quality dumbbells dumbbells 594 perfect for everyday use.,SKU913149,514314158102,active,2025-05-04,False
641,Yoga Mat Yoga Mat 769,4,82,51.55,32.75,47.93,132x42x15,High-quality yoga mat yoga mat 769 perfect for everyday use.,SKU395634,677868952476,active,2024-04-18,False
642,Smartphone Deluxe 933,1,86,816.87,259.67,42.26,172x89x107,High-quality smartphone deluxe 933 perfect for everyday use.,SKU369172,570791801971,active,2024-06-07,False
643,Shampoo Shampoo 430,6,30,20.2,11.59,1.12,69x150x13,High-quality shampoo shampoo 430 perfect for everyday use.,SKU691983,880478528443,active,2024-05-18,False
644,Sneakers Max 822,2,7,194.59,93.45,3.55,100x148x151,High-quality sneakers max 822 perfect for everyday use.,SKU204690,534598412920,active,2024-03-20,False
645,Dumbbells Dumbbells 573,50,43,49.41,17.15,3.44,68x168x106,High-quality dumbbells dumbbells 573 perfect for everyday use.,SKU864019,955293547580,discontinued,2024-10-14,False
646,Dumbbells Max 533,4,4,70.0,47.02,25.55,98x75x136,High-quality dumbbells max 533 perfect for everyday use.,SKU110972,355995015184,active,2025-03-09,False
647,Yoga Mat Yoga Mat 947,45,80,41.39,23.72,0.31,97x119x66,High-quality yoga mat yoga mat 947 perfect for everyday use.,SKU942464,624348767473,active,2024-11-14,False
648,Jacket Jacket 890,2,4,197.35,86.45,36.75,82x17x200,High-quality jacket jacket 890 perfect for everyday use.,SKU192722,368620482394,discontinued,2025-03-19,True
649,Board Game Board Game 750,7,75,43.32,21.35,11.11,199x159x121,High-quality board game board game 750 perfect for everyday use.,SKU204822,188016525237,active,2024-05-19,False
650,Jeans Jeans 612,2,74,76.15,24.58,6.57,183x102x6,High-quality jeans jeans 612 perfect for everyday use.,SKU445987,376562223074,active,2024-03-24,False
651,Paint Set Standard 494,15,72,55.72,19.29,41.65,122x123x175,High-quality paint set standard 494 perfect for everyday use.,SKU556742,168108340055,active,2025-09-19,False
652,Sneakers Sneakers 771,2,92,177.99,119.7,31.79,64x25x168,High-quality sneakers sneakers 771 perfect for everyday use.,SKU899600,935252680109,active,2025-01-29,True
653,Sneakers Deluxe 866,2,43,176.02,103.87,49.18,72x92x34,High-quality sneakers deluxe 866 perfect for everyday use.,SKU917345,430713866025,discontinued,2024-03-22,False
654,Bed Frame Bed Frame 817,26,28,723.95,344.25,27.12,93x104x10,High-quality bed frame bed frame 817 perfect for everyday use.,SKU998048,277337095464,active,2024-05-21,True
655,Toothbrush Toothbrush 835,9,53,13.68,8.5,5.35,18x128x152,High-quality toothbrush toothbrush 835 perfect for everyday use.,SKU595616,436691955456,active,2024-06-25,False
656,Cat Toy Cat Toy 572,12,59,7.25,3.81,19.43,152x58x80,High-quality cat toy cat toy 572 perfect for everyday use.,SKU631533,393508845239,active,2023-11-02,True
657,Jeans Jeans 364,2,45,116.53,52.68,0.67,116x102x190,High-quality jeans jeans 364 perfect for everyday use.,SKU718799,755965690264,active,2025-03-26,False
658,Dog Food Ultra 519,12,80,51.27,25.15,22.2,117x121x117,High-quality dog food ultra 519 perfect for everyday use.,SKU725101,612709939544,active,2025-08-18,False
659,Jeans Plus 608,2,96,77.47,28.93,46.15,22x176x26,High-quality jeans plus 608 perfect for everyday use.,SKU157854,585100890138,active,2025-01-27,False
660,Headphones Headphones 529,1,5,93.1,52.53,48.35,172x47x78,High-quality headphones headphones 529 perfect for everyday use.,SKU311514,354107288132,active,2025-03-15,False
661,Paint Set Ultra 320,15,33,58.92,39.57,1.23,107x186x12,High-quality paint set ultra 320 perfect for everyday use.,SKU975056,516386990554,active,2024-02-27,False
662,Jacket Jacket 102,2,17,147.8,64.66,21.94,105x87x40,High-quality jacket jacket 102 perfect for everyday use.,SKU727872,200096448676,active,2025-05-12,False
663,Sneakers Sneakers 149,2,34,64.62,29.27,44.3,147x91x78,High-quality sneakers sneakers 149 perfect for everyday use.,SKU657536,956755250655,active,2024-10-15,False
664,Headphones Basic 458,1,68,290.77,192.43,16.27,118x110x199,High-quality headphones basic 458 perfect for everyday use.,SKU417386,245902714690,active,2024-09-20,False
665,Laptop Laptop 534,1,58,1185.45,657.94,1.47,51x15x63,High-quality laptop laptop 534 perfect for everyday use.,SKU857183,285242203134,active,2025-05-26,False
666,Tablet Max 736,1,72,781.3,516.77,20.79,58x156x152,High-quality tablet max 736 perfect for everyday use.,SKU793982,693271213640,active,2024-06-02,False
667,Paint Set Standard 307,15,33,70.45,40.85,40.3,150x97x109,High-quality paint set standard 307 perfect for everyday use.,SKU282117,620176804842,active,2023-11-16,False
668,Book Pro 340,5,72,13.89,5.18,23.6,9x87x25,High-quality book pro 340 perfect for everyday use.,SKU835663,293451028377,active,2024-04-07,False
669,Board Game Pro 250,7,84,47.24,27.98,4.21,130x97x81,High-quality board game pro 250 perfect for everyday use.,SKU484380,400420573275,active,2025-07-22,False
670,Desk Chair Desk Chair 774,26,35,359.47,117.64,6.67,124x86x171,High-quality desk chair desk chair 774 perfect for everyday use.,SKU875654,954775399515,active,2025-06-20,False
671,Dumbbells Ultra 945,50,51,33.56,21.72,26.77,92x79x193,High-quality dumbbells ultra 945 perfect for everyday use.,SKU669222,309615919189,active,2025-03-06,True
672,Yoga Mat Plus 805,50,91,55.55,25.51,21.37,27x71x90,High-quality yoga mat plus 805 perfect for everyday use.,SKU567071,757034747854,active,2025-04-24,False
673,Dumbbells Basic 612,50,59,79.26,43.46,18.31,189x32x149,High-quality dumbbells basic 612 perfect for everyday use.,SKU553284,767851744115,active,2024-05-22,False
674,Laptop Laptop 685,1,72,891.49,309.94,36.22,95x37x65,High-quality laptop laptop 685 perfect for everyday use.,SKU337863,266236846526,active,2024-02-28,False
675,Laptop Laptop 971,1,44,938.39,460.42,29.71,31x92x142,High-quality laptop laptop 971 perfect for everyday use.,SKU762315,511924104045,active,2024-11-02,False
676,Tablet Tablet 921,1,37,562.61,268.62,48.68,124x90x122,High-quality tablet tablet 921 perfect for everyday use.,SKU417408,427205720462,active,2024-03-03,False
677,Sneakers Ultra 454,2,70,144.18,73.08,3.6,81x172x152,High-quality sneakers ultra 454 perfect for everyday use.,SKU930184,619325685990,active,2024-06-25,False
678,Dog Food Dog Food 572,12,34,39.2,25.59,31.8,55x166x92,High-quality dog food dog food 572 perfect for everyday use.,SKU419082,668921847025,active,2024-05-09,False
679,Dumbbells Dumbbells 445,46,40,93.28,56.07,25.97,178x170x16,High-quality dumbbells dumbbells 445 perfect for everyday use.,SKU975474,774982851191,active,2024-02-21,True
680,Sneakers Sneakers 762,2,38,62.63,26.23,43.22,17x165x12,High-quality sneakers sneakers 762 perfect for everyday use.,SKU856018,722984316069,active,2024-12-09,True
681,Tablet Tablet 594,1,37,336.83,156.99,20.34,182x182x40,High-quality tablet tablet 594 perfect for everyday use.,SKU232006,385039659379,discontinued,2024-01-29,False
682,Smartphone Smartphone 713,1,11,507.84,273.31,13.49,166x20x30,High-quality smartphone smartphone 713 perfect for everyday use.,SKU811741,260340095970,active,2024-06-08,False
683,Baby Diaper Baby Diaper 288,13,9,35.49,16.27,48.0,89x112x151,High-quality baby diaper baby diaper 288 perfect for everyday use.,SKU926235,795834203493,active,2025-07-23,False
684,Smart Watch Basic 725,1,58,334.62,199.03,8.26,152x142x168,High-quality smart watch basic 725 perfect for everyday use.,SKU354129,975460639151,active,2023-12-06,False
685,Toothbrush Toothbrush 810,9,11,8.78,4.31,12.53,157x10x48,High-quality toothbrush toothbrush 810 perfect for everyday use.,SKU274235,943665907211,out_of_stock,2025-04-14,False
686,Blender Blender 110,27,78,44.7,17.04,28.78,185x167x19,High-quality blender blender 110 perfect for everyday use.,SKU553324,548623432804,active,2025-07-21,False
687,Dog Food Dog Food 562,12,95,40.13,16.04,15.97,173x18x187,High-quality dog food dog food 562 perfect for everyday use.,SKU397942,805130705877,active,2025-01-17,False
688,Toothbrush Toothbrush 841,9,56,11.46,3.72,18.25,73x151x62,High-quality toothbrush toothbrush 841 perfect for everyday use.,SKU752185,435851207922,active,2025-02-04,False
689,Dumbbells Plus 857,4,24,84.45,45.26,34.48,49x136x125,High-quality dumbbells plus 857 perfect for everyday use.,SKU685038,343498503145,active,2024-10-21,False
690,Sneakers Sneakers 352,2,36,62.76,30.91,31.49,178x58x17,High-quality sneakers sneakers 352 perfect for everyday use.,SKU289570,353341911302,active,2024-07-22,False
691,T-Shirt Standard 359,2,48,15.76,8.32,40.96,45x19x66,High-quality t-shirt standard 359 perfect for everyday use.,SKU341331,148734309930,active,2024-11-01,False
692,Dumbbells Ultra 434,4,91,36.71,11.43,47.37,88x141x132,High-quality dumbbells ultra 434 perfect for everyday use.,SKU156768,747698127056,active,2024-12-29,False
693,Baby Diaper Ultra 763,13,44,35.45,20.21,3.65,156x163x45,High-quality baby diaper ultra 763 perfect for everyday use.,SKU489373,511513754028,active,2025-07-01,False
694,Sneakers Sneakers 889,2,32,132.36,70.75,36.66,93x10x94,High-quality sneakers sneakers 889 perfect for everyday use.,SKU850252,348003963902,active,2023-10-24,False
695,Jacket Jacket 995,2,64,159.98,69.31,15.77,132x36x105,High-quality jacket jacket 995 perfect for everyday use.,SKU553239,356828486618,discontinued,2025-04-04,False
696,Dog Food Dog Food 519,12,56,29.84,18.98,20.58,24x176x176,High-quality dog food dog food 519 perfect for everyday use.,SKU662505,502254323810,active,2024-07-13,False
697,Smart Watch Smart Watch 100,1,41,310.37,209.75,7.78,85x160x148,High-quality smart watch smart watch 100 perfect for everyday use.,SKU791567,651411147119,active,2024-09-26,False
698,Coffee Maker Coffee Maker 179,27,89,95.91,55.08,1.3,134x15x195,High-quality coffee maker coffee maker 179 perfect for everyday use.,SKU902644,141201022870,out_of_stock,2025-06-09,True
699,Book Book 969,5,20,11.0,4.25,25.72,133x147x30,High-quality book book 969 perfect for everyday use.,SKU664078,330184034066,active,2025-08-20,False
700,Dumbbells Dumbbells 348,4,66,68.84,23.79,26.83,95x27x140,High-quality dumbbells dumbbells 348 perfect for everyday use.,SKU957001,489489330451,active,2024-07-25,False
701,Smartphone Smartphone 776,1,52,832.09,360.82,26.86,46x102x127,High-quality smartphone smartphone 776 perfect for everyday use.,SKU284651,136610324448,active,2025-09-16,False
702,Smart Watch Pro 841,1,87,373.41,194.77,43.25,119x44x166,High-quality smart watch pro 841 perfect for everyday use.,SKU302538,329600797192,active,2024-10-03,False
703,Laptop Laptop 844,1,69,1307.1,800.5,38.46,159x118x138,High-quality laptop laptop 844 perfect for everyday use.,SKU897164,742520300108,active,2023-12-25,False
704,Yoga Mat Yoga Mat 454,4,27,78.73,42.75,44.6,71x104x128,High-quality yoga mat yoga mat 454 perfect for everyday use.,SKU376232,141078349929,active,2024-07-10,False
705,Desk Chair Desk Chair 170,26,63,360.52,156.84,4.29,82x95x115,High-quality desk chair desk chair 170 perfect for everyday use.,SKU147640,835947346085,discontinued,2024-01-15,False
706,Dumbbells Dumbbells 354,45,7,94.83,31.84,32.83,58x155x42,High-quality dumbbells dumbbells 354 perfect for everyday use.,SKU117047,137451080475,discontinued,2025-05-14,False
707,Yoga Mat Yoga Mat 909,50,91,36.77,22.36,39.75,9x178x56,High-quality yoga mat yoga mat 909 perfect for everyday use.,SKU204251,642791645267,active,2023-10-25,False
708,Headphones Headphones 210,1,87,142.79,74.11,42.62,41x72x175,High-quality headphones headphones 210 perfect for everyday use.,SKU160373,421341140240,active,2024-10-18,False
709,Cat Toy Cat Toy 402,12,96,13.85,4.33,33.32,155x145x58,High-quality cat toy cat toy 402 perfect for everyday use.,SKU695621,644802152755,active,2024-08-13,False
710,Sneakers Deluxe 199,2,99,114.84,35.06,26.35,176x20x12,High-quality sneakers deluxe 199 perfect for everyday use.,SKU131361,188391556992,active,2024-12-04,False
711,T-Shirt T-Shirt 331,2,92,49.51,24.59,21.94,150x149x169,High-quality t-shirt t-shirt 331 perfect for everyday use.,SKU532827,552137520369,active,2024-08-28,False
712,Toothbrush Toothbrush 467,9,49,4.2,2.28,16.91,120x88x166,High-quality toothbrush toothbrush 467 perfect for everyday use.,SKU523855,104534140269,active,2025-04-12,False
713,Smartphone Premium 139,1,58,635.05,379.39,48.78,31x52x97,High-quality smartphone premium 139 perfect for everyday use.,SKU182640,506558577002,discontinued,2024-04-15,False
714,Smartphone Ultra 890,1,2,1075.85,702.56,20.7,115x16x186,High-quality smartphone ultra 890 perfect for everyday use.,SKU668606,227994484044,active,2025-03-28,False
715,Smart Watch Smart Watch 400,1,79,419.96,207.61,27.89,54x111x26,High-quality smart watch smart watch 400 perfect for everyday use.,SKU442239,620294636331,active,2024-08-24,False
716,Bed Frame Bed Frame 259,26,34,208.89,76.04,7.54,142x144x105,High-quality bed frame bed frame 259 perfect for everyday use.,SKU300689,180419770401,active,2025-01-21,False
717,Sneakers Basic 142,2,15,91.69,30.21,1.68,44x102x178,High-quality sneakers basic 142 perfect for everyday use.,SKU499138,746956500587,discontinued,2025-05-27,False
718,Headphones Headphones 518,1,34,51.6,17.24,39.15,28x133x150,High-quality headphones headphones 518 perfect for everyday use.,SKU973791,236340975825,active,2025-06-16,False
719,Toothbrush Toothbrush 967,9,87,14.38,9.82,44.43,190x129x109,High-quality toothbrush toothbrush 967 perfect for everyday use.,SKU687411,836811138207,active,2025-02-24,False
720,Smartphone Premium 195,1,14,478.2,156.8,42.91,148x167x31,High-quality smartphone premium 195 perfect for everyday use.,SKU427208,477885281938,active,2025-07-03,False
721,Sneakers Sneakers 218,2,1,122.29,65.41,22.58,133x97x111,High-quality sneakers sneakers 218 perfect for everyday use.,SKU101429,918502760806,active,2024-12-21,False
722,Dumbbells Standard 639,50,14,44.89,13.86,40.38,200x104x74,High-quality dumbbells standard 639 perfect for everyday use.,SKU429989,239473914377,active,2025-04-25,False
723,Cat Toy Cat Toy 909,12,4,5.82,3.44,42.91,120x72x71,High-quality cat toy cat toy 909 perfect for everyday use.,SKU748268,738349769107,active,2024-01-09,False
724,Desk Chair Plus 352,26,51,282.54,164.78,49.94,78x27x52,High-quality desk chair plus 352 perfect for everyday use.,SKU955449,545087776902,active,2024-11-25,True
725,Dumbbells Deluxe 877,4,9,86.63,38.14,27.87,94x130x106,High-quality dumbbells deluxe 877 perfect for everyday use.,SKU353163,851995469183,active,2025-08-22,True
726,Bed Frame Bed Frame 402,26,42,444.2,150.07,1.97,78x10x20,High-quality bed frame bed frame 402 perfect for everyday use.,SKU394543,419720854454,active,2024-04-13,False
727,Toothbrush Toothbrush 487,9,67,12.3,6.82,25.49,137x22x124,High-quality toothbrush toothbrush 487 perfect for everyday use.,SKU112705,816822238158,active,2025-01-19,False
728,Headphones Headphones 566,1,10,249.48,75.24,47.49,200x61x172,High-quality headphones headphones 566 perfect for everyday use.,SKU603810,728410403094,active,2024-11-15,False
729,Jeans Jeans 205,2,57,48.85,31.95,35.2,113x18x14,High-quality jeans jeans 205 perfect for everyday use.,SKU391537,128415879039,active,2025-04-07,False
730,Jacket Basic 442,2,36,224.37,105.26,11.74,174x137x82,High-quality jacket basic 442 perfect for everyday use.,SKU795826,901289047282,active,2024-08-08,False
731,Board Game Board Game 334,7,100,42.7,14.67,40.95,191x64x97,High-quality board game board game 334 perfect for everyday use.,SKU355646,103894983458,active,2025-08-03,False
732,Baby Diaper Baby Diaper 513,13,50,39.5,15.24,47.87,162x127x170,High-quality baby diaper baby diaper 513 perfect for everyday use.,SKU971861,359658097702,active,2025-06-14,False
733,Jeans Jeans 811,2,64,113.04,46.26,7.7,55x196x148,High-quality jeans jeans 811 perfect for everyday use.,SKU962645,514576237132,active,2024-10-26,False
734,Sneakers Sneakers 774,2,85,173.69,90.56,35.09,66x75x152,High-quality sneakers sneakers 774 perfect for everyday use.,SKU310510,236541437992,active,2024-05-23,False
735,Dumbbells Dumbbells 540,50,83,30.41,13.55,43.65,86x123x160,High-quality dumbbells dumbbells 540 perfect for everyday use.,SKU231381,236223901250,active,2024-08-27,False
736,Laptop Laptop 701,1,48,1190.1,446.52,19.72,107x58x156,High-quality laptop laptop 701 perfect for everyday use.,SKU661108,755815571589,active,2024-06-27,True
737,Book Book 105,5,92,26.94,10.57,33.1,126x183x30,High-quality book book 105 perfect for everyday use.,SKU859482,535488723196,active,2024-02-09,False
738,Yoga Mat Pro 437,46,50,26.31,17.62,0.45,175x25x33,High-quality yoga mat pro 437 perfect for everyday use.,SKU799633,923648961878,out_of_stock,2025-08-03,True
739,Board Game Max 966,7,34,43.42,16.37,48.4,196x164x165,High-quality board game max 966 perfect for everyday use.,SKU639251,250675616077,active,2025-07-01,False
740,Laptop Laptop 669,1,25,1158.4,651.09,15.22,101x151x164,High-quality laptop laptop 669 perfect for everyday use.,SKU153722,850606360445,active,2023-10-26,False
741,Baby Diaper Baby Diaper 301,13,8,31.85,12.33,13.19,36x131x178,High-quality baby diaper baby diaper 301 perfect for everyday use.,SKU588850,791269349141,active,2025-01-21,False
742,Coffee Maker Coffee Maker 842,27,17,112.85,61.21,38.63,140x145x39,High-quality coffee maker coffee maker 842 perfect for everyday use.,SKU246495,551061722876,out_of_stock,2025-02-22,False
743,Desk Chair Desk Chair 224,26,81,244.21,79.43,35.92,12x44x53,High-quality desk chair desk chair 224 perfect for everyday use.,SKU533544,938643038450,active,2025-06-01,False
744,Coffee Maker Coffee Maker 293,27,76,97.53,53.67,42.4,116x75x8,High-quality coffee maker coffee maker 293 perfect for everyday use.,SKU977239,259960981211,active,2025-02-10,False
745,Cat Toy Cat Toy 851,12,44,8.42,3.13,44.99,43x167x107,High-quality cat toy cat toy 851 perfect for everyday use.,SKU944149,289415354710,active,2024-09-04,False
746,Sneakers Sneakers 719,2,22,178.4,94.03,15.72,162x111x199,High-quality sneakers sneakers 719 perfect for everyday use.,SKU369759,431821176926,discontinued,2023-10-29,False
747,Paint Set Paint Set 864,15,94,59.64,36.18,25.41,34x24x84,High-quality paint set paint set 864 perfect for everyday use.,SKU921196,344688982463,active,2025-02-14,True
748,Jacket Jacket 632,2,62,84.17,44.17,16.76,184x94x157,High-quality jacket jacket 632 perfect for everyday use.,SKU807594,961827820082,active,2023-10-19,True
749,Dog Food Dog Food 270,12,79,51.2,26.23,46.12,152x30x181,High-quality dog food dog food 270 perfect for everyday use.,SKU259324,881751957259,active,2024-12-30,False
750,Sneakers Deluxe 282,2,51,184.09,126.41,10.9,53x87x135,High-quality sneakers deluxe 282 perfect for everyday use.,SKU411381,688721734010,active,2025-09-22,False
751,Board Game Board Game 703,7,99,42.71,21.18,22.82,151x55x159,High-quality board game board game 703 perfect for everyday use.,SKU970924,446083607227,active,2024-10-09,True
752,Dog Food Standard 375,12,62,47.29,15.58,49.38,121x8x60,High-quality dog food standard 375 perfect for everyday use.,SKU844996,566122948205,active,2025-04-30,False
753,Dumbbells Dumbbells 206,50,72,37.24,16.61,42.52,57x58x12,High-quality dumbbells dumbbells 206 perfect for everyday use.,SKU935172,697062360493,active,2025-08-16,False
754,Sneakers Sneakers 620,2,22,157.92,83.89,49.71,148x40x135,High-quality sneakers sneakers 620 perfect for everyday use.,SKU588990,288396570163,active,2025-06-07,True
755,Sofa Standard 335,26,98,1574.4,1090.49,27.28,43x52x5,High-quality sofa standard 335 perfect for everyday use.,SKU594861,104869351871,discontinued,2025-07-25,False
756,Laptop Standard 359,1,88,1380.72,452.52,24.55,183x115x200,High-quality laptop standard 359 perfect for everyday use.,SKU319509,536494221932,active,2024-10-29,True
757,Toothbrush Toothbrush 193,9,47,11.21,3.45,1.71,34x163x82,High-quality toothbrush toothbrush 193 perfect for everyday use.,SKU822086,944123278094,discontinued,2025-01-09,False
758,Smart Watch Smart Watch 312,1,54,391.53,119.47,22.64,38x66x87,High-quality smart watch smart watch 312 perfect for everyday use.,SKU140146,916703238660,active,2023-11-29,False
759,Laptop Laptop 799,1,36,899.64,564.71,22.9,57x152x34,High-quality laptop laptop 799 perfect for everyday use.,SKU555856,730361698806,active,2025-05-07,False
760,Bed Frame Bed Frame 214,26,29,722.72,421.91,42.03,114x161x103,High-quality bed frame bed frame 214 perfect for everyday use.,SKU976765,617793319205,active,2023-11-06,False
761,Sneakers Sneakers 360,2,9,112.33,74.58,19.54,116x105x72,High-quality sneakers sneakers 360 perfect for everyday use.,SKU708472,106289153996,discontinued,2025-08-28,False
762,Book Book 439,5,94,21.05,7.16,24.54,81x41x153,High-quality book book 439 perfect for everyday use.,SKU532929,863774616403,active,2025-04-07,False
763,Shampoo Max 467,6,84,8.1,5.08,40.32,162x151x185,High-quality shampoo max 467 perfect for everyday use.,SKU535895,903582864138,active,2025-03-13,False
764,T-Shirt T-Shirt 814,2,85,23.56,8.6,27.68,17x88x133,High-quality t-shirt t-shirt 814 perfect for everyday use.,SKU978133,312808105287,active,2024-06-19,False
765,Dog Food Premium 857,12,92,22.29,12.92,49.75,49x92x196,High-quality dog food premium 857 perfect for everyday use.,SKU809217,753687482466,active,2024-09-21,True
766,Headphones Basic 894,1,65,89.79,38.6,41.76,123x119x185,High-quality headphones basic 894 perfect for everyday use.,SKU669689,690782042804,active,2025-03-31,False
767,Sneakers Sneakers 382,2,31,134.41,41.33,45.43,96x141x134,High-quality sneakers sneakers 382 perfect for everyday use.,SKU107332,936258903057,active,2024-01-30,False
768,Bed Frame Premium 946,26,29,740.65,274.96,35.16,182x80x174,High-quality bed frame premium 946 perfect for everyday use.,SKU866338,754400395888,active,2025-03-27,True
769,Notebook Notebook 553,14,78,9.82,4.89,4.5,179x53x119,High-quality notebook notebook 553 perfect for everyday use.,SKU721191,704720576159,out_of_stock,2025-02-12,True
770,Book Book 246,5,99,18.84,7.54,5.29,104x5x145,High-quality book book 246 perfect for everyday use.,SKU697674,494487885257,discontinued,2024-04-03,False
771,Smartphone Smartphone 775,1,15,1135.53,416.92,10.15,186x138x157,High-quality smartphone smartphone 775 perfect for everyday use.,SKU914588,166039249684,active,2025-09-21,False
772,Jeans Jeans 797,2,65,99.87,35.15,44.42,155x163x189,High-quality jeans jeans 797 perfect for everyday use.,SKU338321,851649480996,active,2024-05-09,False
773,Headphones Headphones 848,1,82,259.28,140.46,44.2,157x37x124,High-quality headphones headphones 848 perfect for everyday use.,SKU210239,464767364704,active,2023-10-17,False
774,Smartphone Standard 866,1,46,786.9,399.45,7.36,98x192x169,High-quality smartphone standard 866 perfect for everyday use.,SKU688063,778006888612,discontinued,2024-04-22,False
775,Dog Food Dog Food 885,12,74,30.33,11.95,34.86,18x187x150,High-quality dog food dog food 885 perfect for everyday use.,SKU108968,107065435451,active,2024-06-04,False
776,Shampoo Shampoo 726,6,84,22.44,15.19,39.11,85x123x180,High-quality shampoo shampoo 726 perfect for everyday use.,SKU773783,377710212784,active,2024-11-15,False
